source,row_id,headline,date_raw,published_date,langdetect_guess,language (FR/MSA/Tunisian/Arabizi/EN/mixed -- fill by hand),about_tunisian_economy Y/N (fill by hand),about_global_economy Y/N (fill by hand),headline_extracted_correctly Y/N (fill by hand),stored_date_matches_site Y/N (fill by hand)
nyt_economy,nyt_economy::605,Senate Republicans Propose Key Tax Tweaks to House Bill,2025-06-17,2025-06-17,en,,,,,
nyt_economy,nyt_economy::734,From ‘Be Cool!’ to ‘Getting Yippy’: Inside Trump’s Reversal on Tariffs,2025-04-10,2025-04-10,en,,,,,
nyt_economy,nyt_economy::101,Fed holds rates steady at Warsh’s first meeting.,2026-06-17,2026-06-17,en,,,,,
nyt_economy,nyt_economy::1093,Why There’s Hope for U.S. Factory Towns Laid Low by the ‘China Shock’,2024-11-01,2024-11-01,en,,,,,
nyt_economy,nyt_economy::70,America’s Enterprising Spirit Is Booming After Decades-Long Slump,2026-07-17,2026-07-17,en,,,,,
nyt_economy,nyt_economy::333,The Global Economy’s Warning Signals Are Broken,2026-02-03,2026-02-03,en,,,,,
nyt_economy,nyt_economy::453,What the Fed’s Rate Decision Means for Your Finances,2025-10-29,2025-10-29,en,,,,,
nyt_economy,nyt_economy::141,Trump Megadonor Gave $5.5 Million Estate to Robert F. Kennedy Jr.’s Anti-Vaccine Group,2026-06-02,2026-06-02,en,,,,,
nyt_economy,nyt_economy::543,Recent global trade deals with the U.S. were secured with murky investments.,2025-08-01,2025-08-01,en,,,,,
nyt_economy,nyt_economy::292,How War in the Persian Gulf Could Spill Into the U.S. Economy,2026-03-05,2026-03-05,en,,,,,
nyt_economy,nyt_economy::398,Big Businesses Are Cashing In on Trump’s Tax Cuts,2025-12-12,2025-12-12,en,,,,,
nyt_economy,nyt_economy::764,The Fed isn’t rushing to save the markets this time.,2025-04-07,2025-04-07,en,,,,,
nyt_economy,nyt_economy::486,Princess Awesome vs. the United States of America,2025-09-25,2025-09-25,en,,,,,
nyt_economy,nyt_economy::519,Car Companies Are Paying Tariffs So You Don’t Have To,2025-08-09,2025-08-09,en,,,,,
nyt_economy,nyt_economy::545,"Overturning the Global Trade System, Trump Puts His Ideas to the Test",2025-08-01,2025-08-01,en,,,,,
nyt_economy,nyt_economy::930,Whiskey Offers Window Into the Pain of a Trade War,2025-02-14,2025-02-14,en,,,,,
nyt_economy,nyt_economy::867,Trump Primed to Clash With Fed After Key Rate Decision,2025-03-19,2025-03-19,en,,,,,
nyt_economy,nyt_economy::991,California’s Insurance System Faces Crucial Test as Losses Mount,2025-01-14,2025-01-14,en,,,,,
tap,tap::9,Forum public 2026: La Directrice générale de l’OMC met en garde contre les répercussions de la fragmentation du commerce mondial sur l’économie mondial,2026-09-15,2026-09-15,fr,,,,,
tap,tap::246,Plusieurs applications disponibles pour assurer le paiement à distance des frais d'inscription scolaire (La Poste Tunisienne),2026-08-20,2026-08-20,fr,,,,,
tap,tap::139,Siliana - incendie du Djebel Boulmane: le ministre de l’Agriculture constate les dégâts alors que les efforts se poursuivent pour maîtriser l’incendie,2026-09-01,2026-09-01,fr,,,,,
tap,tap::207,"Canicule : les agriculteurs, les éleveurs et les pêcheurs invités à faire preuve de vigilance",2026-08-25,2026-08-25,fr,,,,,
tap,tap::75,Bourse : Le marché clôture la séance sur une note morose,2026-09-09,2026-09-09,fr,,,,,
tap,tap::271,"Bourse de Tunis: Le Tunindex clôture mardi en grise mine(-1,61%)",2026-08-18,2026-08-18,fr,,,,,
tap,tap::262,"Bourse de Tunis: Le Tunindex clôture mercredi dans le vert(+2,01%)",2026-08-19,2026-08-19,fr,,,,,
tap,tap::159,FTDES: Appel à des mesures urgentes face aux perturbations de l’eau et de l’électricité et à la hausse du coût de la vie,2026-08-30,2026-08-30,fr,,,,,
tap,tap::42,"Carthage Cement réalise un résultat bénéficiaire s'élevant à 25,1 MD, à fin juin 2026",2026-09-12,2026-09-12,fr,,,,,
tap,tap::168,L'OTE appelle au renforcement de la transparence budgétaire,2026-08-29,2026-08-29,fr,,,,,
tap,tap::46,L'Aéroport International Enfidha-Hammamet lance une nouvelle liaison cargo quotidienne vers l'Allemagne et la Pologne,2026-09-12,2026-09-12,fr,,,,,
tap,tap::265,"Clôture des rencontres «Diaspora Regional Networks » et prochaines éditions à Montréal, Londres et Paris",2026-08-19,2026-08-19,fr,,,,,
tap,tap::155,Cellules orageuses et pluies parfois abondantes l'après-midi dans certaines régions du pays (Bulletin de suivi - INM),2026-08-31,2026-08-31,fr,,,,,
tap,tap::244,"Les quantités exportées de l’huile d’olive tunisienne ont atteint 368,0 mille tonnes au cours des neuf premiers mois de la campagne 2025/2026 (ONAGRI)",2026-08-21,2026-08-21,fr,,,,,
tap,tap::5,Agriculture : L'UTAP et l'Union des associations d’agriculteurs palestiniens renforcent leur coopération pour protéger les agriculteurs palestiniens,2026-09-15,2026-09-15,fr,,,,,
tap,tap::215,Composants automobiles: Les projets d'extension du groupe allemand « Leoni »en Tunisie débattus,2026-08-24,2026-08-24,fr,,,,,
tap,tap::249,La Tunisie est disposée à faciliter la réalisation d'investissements et de projets tuniso-indiens (Ministre de l'Economie),2026-08-20,2026-08-20,fr,,,,,
tap,tap::181,La bourse de Tunis termine la semaine sur une note baissière,2026-08-28,2026-08-28,fr,,,,,
tap,tap::229,Indice de la prospérité 2026 : La Tunisie se classe 75e au niveau mondial et se positionne en tête des pays de l'Afrique du Nord en occupant la 3ème place,2026-08-22,2026-08-22,fr,,,,,
tap,tap::33,"Le mécanisme de «prêt sur l'honneur », entre renforcement de l'inclusion financière et satisfaction des besoins de consommation",2026-09-13,2026-09-13,fr,,,,,
tap,tap::109,"Météo: Temps peu nuageux, températures entre 30° et 39°",2026-09-06,2026-09-06,fr,,,,,
tap,tap::60,"Météo: Des pluies abondantes attendues, jeudi soir, sur plusieurs régions du pays (INM)",2026-09-10,2026-09-10,fr,,,,,
tap,tap::68,SONEDE: Reprise de l'approvisionnement en eau potable à partir de 18h dans plusieurs délégations de Bizerte,2026-09-10,2026-09-10,fr,,,,,
tap,tap::216,Dix-neuf gouvernorats placés en vigilance orange (INM),2026-08-24,2026-08-24,fr,,,,,
tap,tap::56,SONEDE-JICA :Vers l'élaboration d'un Schéma Directeur d’Alimentation en Eau pour le gouvernorat de Sfax à l’horizon 2060,2026-09-11,2026-09-11,fr,,,,,
